"","convergence","mu","x_C","C","e","AA","NT","RNA","p","tau Cin","tau EAA","tau ENT","tau RNAp","tau r","v Cin","v EAA","v ENT","v RNAp","v r","p Cin","p EAA","p ENT","p RNAp","p r","f Cin","f EAA","f ENT","f RNAp","f r"
"11",4,0.765945023241582,0.0345716130336078,182.848355524136,0.00811915361445509,1.63018033598464,0.193941071875302,77.691697692853,77.6277069593802,0.0176349659309597,0.172059343147232,0.133699469489842,0.00489225815199079,0.64821086214853,325.526635584107,148.065559965992,56.6807389340838,59.5075691950303,59.4585558111932,5.74065112814565,25.4760629904758,7.57818472577923,0.291126390499543,38.54168172448,1.25000000271266,0.568561617168565,0.21765015847084,0.228504993214274,0.228316785174648
"12",4,0.745648768101976,0.0246940093097198,183.576562408607,0.0100849259852579,1.51301708694786,0.188827208317122,76.5395449973185,78.1719635649735,0.0205148586026376,0.180163119695467,0.136128198824996,0.00490774830886617,0.652306266529234,316.900726622434,144.140257684549,54.3588353416853,57.0716174383363,58.2888283323351,6.50117359773234,25.9687584981568,7.39977034528815,0.280093133967252,38.022167989829,1.25000000070643,0.568554462237563,0.21441586751697,0.225116308815643,0.229917539896981
"13",4,0.72114580204576,0.0176385780783713,184.453466795182,0.0126898655647895,1.38806654571617,0.182834174574976,75.1572950422075,78.8056477450577,0.0240720294849851,0.19070339163193,0.139170150694859,0.00493146775823368,0.657968431118888,306.486966021162,139.399098086075,51.6212495196277,54.1993678128026,56.8303620488453,7.37776328282502,26.5838807954466,7.18413707470349,0.267282434885484,37.3925841571971,1.25000000061876,0.568535996672098,0.210536071954918,0.221050867771199,0.231781316897229
"14",4,0.691882611816388,0.0125989843416938,185.506851058945,0.0161623316917171,1.25759694821443,0.175844793561518,73.5029550446109,79.5405890377156,0.0285307668526869,0.204478171380079,0.142991584014089,0.00496520585379463,0.66555135347311,294.05010934283,133.734500358674,48.4343096419072,50.855416512488,55.0327504888286,8.38947511266737,27.3457860837703,6.92569865632518,0.252507611764969,36.6271215731879,1.24999999711301,0.568502169361052,0.205893094370417,0.216185161895915,0.233942908934458
"15",4,0.65735485891416,0.0089992745297813,186.766296748939,0.0208267170892071,1.1241441295685,0.167751135031526,71.5315707892413,80.3894104656628,0.0342056896907042,0.222601515240635,0.14781809675666,0.00501133154085635,0.675509415393973,279.37581502663,127.048743575376,44.7808163665679,47.02162562407,52.8443695748483,9.5562424358885,28.2812428292976,6.61941504651556,0.235640955592241,35.6968691983688,1.24999999994681,0.568449095879416,0.200361009955326,0.210386972909533,0.236439442546067
"16",4,0.617205682677635,0.00642805323555806,188.260542609609,0.0271466326557782,0.990391563742546,0.158474459607452,69.1990161775774,81.3644276308477,0.041540587383649,0.246637740024073,0.153960574260213,0.00507304059861776,0.688429134672258,262.31241442361,119.27319590369,40.6723360565062,42.7100260205024,50.2185871015724,10.8966117731799,29.4172714831347,6.26193621576407,0.216669695970029,34.5719384627989,1.24999999659574,0.568373764547821,0.193816293612665,0.203526518169345,0.239307140090728
"17",4,0.571365077107318,0.0045914665968272,190.013317853562,0.035787270989177,0.859067196226878,0.147995388549935,66.4680519136665,82.4757788654052,0.0511644807553663,0.278792465885934,0.161852520334819,0.00515461976415156,0.705062498413384,242.830156691015,110.395466180969,36.1632068230744,37.9775236068253,47.1237797509184,12.42427887884,30.7774242392195,5.8531061677039,0.195759693777274,33.2252098858645,1.24999999444264,0.568275102207723,0.186154837372156,0.195494270334313,0.242575820192368
"18",4,0.520213462477926,0.00327961899773372,192.037552581116,0.0477044801946593,0.732823836470967,0.136379840391718,63.3167355229358,83.7288032100116,0.0639711447395317,0.322182410293625,0.172105702794265,0.00526182112450036,0.726360361538493,221.090721209206,100.491113456639,31.3622539372086,32.9382182191855,43.556850627013,14.1434265270416,32.3764691465501,5.3976227550755,0.173315012429113,31.6379697689153,1.24999999805559,0.568155420265429,0.177315525256414,0.186225692714517,0.246261185911799
"19",4,0.464723507334157,0.00234258499838122,194.328606967263,0.0642702688714061,0.614114440532816,0.123806288825475,59.7481972544551,85.1210048084701,0.0812302236466849,0.38121356726369,0.185592800608143,0.00540226491998654,0.753503761692188,197.507490633524,89.7509176219226,26.4356078885072,27.7663917849834,39.5577319023998,16.0435776360567,34.2142674718427,4.90625850380677,0.150001404294618,29.8068997924693,1.25000000010448,0.568022238938503,0.167307628472229,0.175729991924868,0.2503558964955
"20",4,0.406507615251419,0.00167327499884373,196.858179025509,0.0874472666134415,0.505072377574113,0.110576057276828,55.7992447009073,86.6394819694323,0.10474094106488,0.462108146353972,0.20356825389105,0.00558590997348388,0.78793247766072,172.765737191876,78.4895944663952,21.5936270107339,22.6828178961962,35.2196092020123,18.0956458972448,36.2706810069408,4.39577694574972,0.126704178713081,27.7506739407838,1.25000000513718,0.567890341458414,0.156234878009232,0.164115425590904,0.254822005792448
